label,PID,PName,event,eid,user,timestamp,date,saddr,sport,daddr,dport,FileName,ParentID,ImageFileName,CommandLine,PPName,techniques,subject,object,anomaly_label
,6260,postgres,Process/Start,e5f5a32b74cd27b8e4646e8266d340b5,admin,1652187712,5/10/2022 21:01,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5212&quot;,unknown,T1204.002,4248#unknown,6260#postgres,0
,6116,postgres,Process/Start,c6476772282105bd4adcaa7621080a45,admin,1652187772,5/10/2022 21:02,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5164&quot;,unknown,T1204.002,4248#unknown,6116#postgres,0
,6584,postgres,Process/Start,d7530954788504662ea03d27a8276d1a,admin,1652187832,5/10/2022 21:03,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5104&quot;,unknown,T1204.002,4248#unknown,6584#postgres,0
,2340,postgres,Process/Start,ffca238d292b9da11e47be2e5ce336aa,admin,1652187892,5/10/2022 21:04,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5184&quot;,unknown,T1204.002,4248#unknown,2340#postgres,0
,6240,postgres,Process/Start,61d5661a713a6698a42e596bb214e1cb,admin,1652187952,5/10/2022 21:05,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5236&quot;,unknown,T1204.002,4248#unknown,6240#postgres,0
,2848,postgres,Process/Start,2defbe3422b9323a840ca0540722532a,admin,1652188012,5/10/2022 21:06,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5172&quot;,unknown,T1204.002,4248#unknown,2848#postgres,0
,4084,postgres,Process/Start,c5d35eb95fdaeef17b94533faf52dc80,admin,1652188072,5/10/2022 21:07,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5164&quot;,unknown,T1204.002,4248#unknown,4084#postgres,0
,6672,postgres,Process/Start,b47542e12fd8ce5ffcab2893fbbc1f51,admin,1652188132,5/10/2022 21:08,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5172&quot;,unknown,T1204.002,4248#unknown,6672#postgres,0
,4464,postgres,Process/Start,63b810acb6b78441d0642b8f966499e9,admin,1652188192,5/10/2022 21:09,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5104&quot;,unknown,T1204.002,4248#unknown,4464#postgres,0
,5180,postgres,Process/Start,6f0eaa16d570a661cb4359c8e49603f8,admin,1652188252,5/10/2022 21:10,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5232&quot;,unknown,T1204.002,4248#unknown,5180#postgres,0
,4800,postgres,Process/Start,c373370959b28b0e63a6e7079f6a64d3,admin,1652188313,5/10/2022 21:11,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5164&quot;,unknown,T1204.002,4248#unknown,4800#postgres,0
,5032,postgres,Process/Start,580f1333ca7fc33043397efc8e086ef5,admin,1652188373,5/10/2022 21:12,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5304&quot;,unknown,T1204.002,4248#unknown,5032#postgres,0
,5496,postgres,Process/Start,2b9646a8ee5785099b707a981703ed53,admin,1652188433,5/10/2022 21:13,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5164&quot;,unknown,T1204.002,4248#unknown,5496#postgres,0
,2588,postgres,Process/Start,047f7398fc4c824066e562e93e14a08f,admin,1652188493,5/10/2022 21:14,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5184&quot;,unknown,T1204.002,4248#unknown,2588#postgres,0
,1452,postgres,Process/Start,db80a8840240a78887ed2b93c7b37b61,admin,1652188553,5/10/2022 21:15,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5304&quot;,unknown,T1204.002,4248#unknown,1452#postgres,0
,6936,postgres,Process/Start,78b1ac76e1629c2bb39fbb355ac4cc75,admin,1652188613,5/10/2022 21:16,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5232&quot;,unknown,T1204.002,4248#unknown,6936#postgres,0
,3756,CompatTelRunner,TcpIp/Send,d9c5c029488edf3dfceb5f0d2a02e33e,admin,1652188671,5/10/2022 21:17,192.168.0.110,"50,283",20.44.239.154,443,Nil,,,nil,,T1020,3756#CompatTelRunner,"50,283:20.44.239.154:443",0
,3756,CompatTelRunner,TcpIp/Recv,165cc6c1d03f63380055c495f48d9d68,admin,1652188671,5/10/2022 21:17,192.168.0.110,"50,283",20.44.239.154,443,Nil,,,nil,,T1589,3756#CompatTelRunner,"50,283:20.44.239.154:443",0
,1908,postgres,Process/Start,56d9cb9c5cdec6014b22070a1db96e34,admin,1652188673,5/10/2022 21:17,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5128&quot;,unknown,T1204.002,4248#unknown,1908#postgres,0
,3252,taskhostw,Process/Start,3c1be2e4411aabdb0e98875b6448eace,admin,1652188679,5/10/2022 21:17,,,,,Nil,1752.0,taskhostw.exe,taskhostw.exe SYSTEM,unknown,T1204.002,1752#unknown,3252#taskhostw,0
,3536,taskhostw,Process/Start,cf8bf1196beea2c093c3897a65d40748,admin,1652188731,5/10/2022 21:18,,,,,Nil,1752.0,taskhostw.exe,taskhostw.exe,unknown,T1204.002,1752#unknown,3536#taskhostw,0
,6512,postgres,Process/Start,bd8d646bc91c064b4e20321a2304b7d8,admin,1652188733,5/10/2022 21:18,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5180&quot;,unknown,T1204.002,4248#unknown,6512#postgres,0
,5496,postgres,Process/Start,45d423c4441ab7cac961af7d4fc5503a,admin,1652188793,5/10/2022 21:19,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5104&quot;,unknown,T1204.002,4248#unknown,5496#postgres,0
,3028,postgres,Process/Start,9b5e6e3a012aacf4d29af1f240def245,admin,1652188853,5/10/2022 21:20,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5232&quot;,unknown,T1204.002,4248#unknown,3028#postgres,0
,4280,postgres,Process/Start,73ab61fef736e5b89593a15927e4caf6,admin,1652188913,5/10/2022 21:21,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5180&quot;,unknown,T1204.002,4248#unknown,4280#postgres,0
,6948,postgres,Process/Start,f6beedd9d76df67a057ce63a601c938c,admin,1652188974,5/10/2022 21:22,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5172&quot;,unknown,T1204.002,4248#unknown,6948#postgres,0
,4,System,TcpIp/Recv,ba0b3acffe00029a9adc989139968dff,admin,1652189001,5/10/2022 21:23,192.168.0.110,80,117.50.6.160,"58,200",Nil,,,nil,,T1589,4#System,"80:117.50.6.160:58,200",0
,4,System,TcpIp/Send,c3cde6f836c754431a4285ad441102dd,admin,1652189002,5/10/2022 21:23,192.168.0.110,80,117.50.6.160,"58,200",Nil,,,nil,,T1020,4#System,"80:117.50.6.160:58,200",0
,284,iexplore,TcpIp/Send,313bb8ba8ae14443db305346bb6b573d,admin,1652189003,5/10/2022 21:23,192.168.0.110,"50,289",20.212.96.199,443,Nil,,,nil,,T1020,284#iexplore,"50,289:20.212.96.199:443",0
,284,iexplore,TcpIp/Recv,03a25a248c432e3c0824a92b92d9985d,admin,1652189003,5/10/2022 21:23,192.168.0.110,"50,289",20.212.96.199,443,Nil,,,nil,,T1589,284#iexplore,"50,289:20.212.96.199:443",0
,7068,postgres,Process/Start,97ef359bd2a10d792d88af0b11544793,admin,1652189034,5/10/2022 21:23,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5180&quot;,unknown,T1204.002,4248#unknown,7068#postgres,0
,2360,postgres,Process/Start,225665146c48d3a18d4dd36dd4fef598,admin,1652189094,5/10/2022 21:24,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5304&quot;,unknown,T1204.002,4248#unknown,2360#postgres,0
,5468,postgres,Process/Start,6fe6e61bddd0ce80be68f2739da5c317,admin,1652189154,5/10/2022 21:25,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5104&quot;,unknown,T1204.002,4248#unknown,5468#postgres,0
,5464,postgres,Process/Start,0ca7eac2b5ccc3fb94a7ce49d5e2fab7,admin,1652189214,5/10/2022 21:26,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5172&quot;,unknown,T1204.002,4248#unknown,5464#postgres,0
,6280,taskhostw,Process/Start,d81d091b8eeac796548f3db792d24b38,admin,1652189270,5/10/2022 21:27,,,,,Nil,1752.0,taskhostw.exe,taskhostw.exe Install $(Arg0),unknown,T1204.002,1752#unknown,6280#taskhostw,0
,4420,postgres,Process/Start,b4ae7cf296b961668b2540c4b9028563,admin,1652189274,5/10/2022 21:27,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5232&quot;,unknown,T1204.002,4248#unknown,4420#postgres,0
,5208,postgres,Process/Start,d7b7b1d16d0ee006e16719236532755f,admin,1652189334,5/10/2022 21:28,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5172&quot;,unknown,T1204.002,4248#unknown,5208#postgres,0
,556,postgres,Process/Start,166ff50f40497c9751d85def150d2219,admin,1652189394,5/10/2022 21:29,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5232&quot;,unknown,T1204.002,4248#unknown,556#postgres,0
,5492,postgres,Process/Start,317f427d715bbd08c68d5bba1a017d05,admin,1652189454,5/10/2022 21:30,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5172&quot;,unknown,T1204.002,4248#unknown,5492#postgres,0
,480,postgres,Process/Start,8163b24726508876bbaa3163ca14d683,admin,1652189514,5/10/2022 21:31,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5104&quot;,unknown,T1204.002,4248#unknown,480#postgres,0
,916,postgres,Process/Start,05f9241b6d0d4a45d24b102796c72257,admin,1652189574,5/10/2022 21:32,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5196&quot;,unknown,T1204.002,4248#unknown,916#postgres,0
,1624,postgres,Process/Start,14864ed148606cf3115d0680482899e7,admin,1652189635,5/10/2022 21:33,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5216&quot;,unknown,T1204.002,4248#unknown,1624#postgres,0
,1240,devenv,TcpIp/Send,aa9fb97a4883bdbee0b0d211aa79ab6a,admin,1652189667,5/10/2022 21:34,192.168.0.110,"50,309",104.111.168.50,80,Nil,,,nil,,T1020,1240#devenv,"50,309:104.111.168.50:80",0
,1240,devenv,TcpIp/Recv,a05425d4269512b79a3d3478c4fab8b0,admin,1652189668,5/10/2022 21:34,192.168.0.110,"50,309",104.111.168.50,80,Nil,,,nil,,T1589,1240#devenv,"50,309:104.111.168.50:80",0
,1240,devenv,TcpIp/Send,baff32ba857f36367b0eb857adba7865,admin,1652189668,5/10/2022 21:34,192.168.0.110,"50,310",117.18.232.200,443,Nil,,,nil,,T1020,1240#devenv,"50,310:117.18.232.200:443",0
,1240,devenv,TcpIp/Recv,72a8fddb35d80f86a789f77c7d10c897,admin,1652189668,5/10/2022 21:34,192.168.0.110,"50,310",117.18.232.200,443,Nil,,,nil,,T1589,1240#devenv,"50,310:117.18.232.200:443",0
,552,taskhostw,Process/Start,482770131264949d9d102b2ad1e23aeb,admin,1652189693,5/10/2022 21:34,,,,,Nil,1752.0,taskhostw.exe,taskhostw.exe USER,unknown,T1204.002,1752#unknown,552#taskhostw,0
,7012,postgres,Process/Start,e1cb6ac75363fd8e602d76ccd6792ac3,admin,1652189695,5/10/2022 21:34,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5188&quot;,unknown,T1204.002,4248#unknown,7012#postgres,0
,5196,smartscreen,TcpIp/Send,25a96d0924919fc719b774bfb65b02b9,admin,1652189707,5/10/2022 21:35,192.168.0.110,"50,312",20.212.97.243,443,Nil,,,nil,,T1020,5196#smartscreen,"50,312:20.212.97.243:443",0
,5196,smartscreen,TcpIp/Recv,4becd3d5acff9893d3efbcc3c4b5cb73,admin,1652189707,5/10/2022 21:35,192.168.0.110,"50,312",20.212.97.243,443,Nil,,,nil,,T1589,5196#smartscreen,"50,312:20.212.97.243:443",0
,3156,postgres,Process/Start,69904167888e4c0af5609d15625f157e,admin,1652189755,5/10/2022 21:35,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5172&quot;,unknown,T1204.002,4248#unknown,3156#postgres,0
,5652,postgres,Process/Start,367cd2889177c5bedb0816d005dbfc0e,admin,1652189815,5/10/2022 21:36,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5164&quot;,unknown,T1204.002,4248#unknown,5652#postgres,0
,5428,postgres,Process/Start,f338c21e99ae0a17e57a7f56a5ad0102,admin,1652189875,5/10/2022 21:37,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5236&quot;,unknown,T1204.002,4248#unknown,5428#postgres,0
,6624,postgres,Process/Start,48037393b391402fa6b3f3d2ff3d047f,admin,1652189935,5/10/2022 21:38,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5180&quot;,unknown,T1204.002,4248#unknown,6624#postgres,0
,2460,postgres,Process/Start,ca459ac1d43115b77717756e61ece7c0,admin,1652189995,5/10/2022 21:39,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5304&quot;,unknown,T1204.002,4248#unknown,2460#postgres,0
,4620,postgres,Process/Start,33c9ade39599f56ece485689150c4a8b,admin,1652190055,5/10/2022 21:40,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5312&quot;,unknown,T1204.002,4248#unknown,4620#postgres,0
,5312,postgres,Process/Start,d5607cdb284f1d54bbd94d358f85939c,admin,1652190115,5/10/2022 21:41,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5168&quot;,unknown,T1204.002,4248#unknown,5312#postgres,0
,6168,postgres,Process/Start,694ea52d1ed7af5985f6b30ada26baaa,admin,1652190175,5/10/2022 21:42,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5312&quot;,unknown,T1204.002,4248#unknown,6168#postgres,0
,1144,postgres,Process/Start,3b7eb88c95613bce0bd7dad7ca31818d,admin,1652190236,5/10/2022 21:43,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5232&quot;,unknown,T1204.002,4248#unknown,1144#postgres,0
,3112,postgres,Process/Start,a256229c4e05fe49aa93815dd233d11a,admin,1652190296,5/10/2022 21:44,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5184&quot;,unknown,T1204.002,4248#unknown,3112#postgres,0
,3760,postgres,Process/Start,78140e98978fc716d656e74c3523d97c,admin,1652190356,5/10/2022 21:45,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5232&quot;,unknown,T1204.002,4248#unknown,3760#postgres,0
,5272,postgres,Process/Start,51383f1688319e74e3583fc12980c055,admin,1652190416,5/10/2022 21:46,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5312&quot;,unknown,T1204.002,4248#unknown,5272#postgres,0
,1660,postgres,Process/Start,e8d04d460b38b185ffde3e1c2cf9435c,admin,1652190476,5/10/2022 21:47,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5236&quot;,unknown,T1204.002,4248#unknown,1660#postgres,0
,6964,postgres,Process/Start,80c8720f6b0fc2d0f5d7e09ad3f3a31d,admin,1652190536,5/10/2022 21:48,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5188&quot;,unknown,T1204.002,4248#unknown,6964#postgres,0
,4632,taskhostw,Process/Start,671f2bdc8840a1c0d1e9b2b4bbbe9ac3,admin,1652190593,5/10/2022 21:49,,,,,Nil,1752.0,taskhostw.exe,taskhostw.exe Install $(Arg0),unknown,T1204.002,1752#unknown,4632#taskhostw,0
,1800,postgres,Process/Start,1a2c8fe33097e6797e65b927788f4c11,admin,1652190596,5/10/2022 21:49,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5216&quot;,unknown,T1204.002,4248#unknown,1800#postgres,0
,380,postgres,Process/Start,8222641db25c1a9bb1ea49c6aa005758,admin,1652190656,5/10/2022 21:50,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5316&quot;,unknown,T1204.002,4248#unknown,380#postgres,0
,1440,postgres,Process/Start,c0b7179079e2dc656c11c0e68d399b4b,admin,1652190716,5/10/2022 21:51,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5236&quot;,unknown,T1204.002,4248#unknown,1440#postgres,0
,5688,postgres,Process/Start,978eef7d9615396c8a359f70f61384d7,admin,1652190776,5/10/2022 21:52,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5184&quot;,unknown,T1204.002,4248#unknown,5688#postgres,0
,284,iexplore,TcpIp/Send,e9bc63dc173a3bf6f9a8d96e61417f68,admin,1652190804,5/10/2022 21:53,192.168.0.110,"50,319",20.212.97.243,443,Nil,,,nil,,T1020,284#iexplore,"50,319:20.212.97.243:443",0
,284,iexplore,TcpIp/Recv,b925ce0c44ee2c4def02bf1d446b2523,admin,1652190804,5/10/2022 21:53,192.168.0.110,"50,319",20.212.97.243,443,Nil,,,nil,,T1589,284#iexplore,"50,319:20.212.97.243:443",0
,284,iexplore,TcpIp/Send,60b806551481888304cdfe80589a9742,admin,1652190804,5/10/2022 21:53,192.168.0.110,"50,320",218.93.204.43,80,Nil,,,nil,,T1020,284#iexplore,"50,320:218.93.204.43:80",0
,284,iexplore,TcpIp/Recv,a0658ecaba1751180ed647bca9aa9212,admin,1652190804,5/10/2022 21:53,192.168.0.110,"50,320",218.93.204.43,80,Nil,,,nil,,T1589,284#iexplore,"50,320:218.93.204.43:80",0
,5792,postgres,Process/Start,f95fe6c3cc25c64aead1d63411a81879,admin,1652190837,5/10/2022 21:53,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5200&quot;,unknown,T1204.002,4248#unknown,5792#postgres,0
,6772,postgres,Process/Start,d04704af6e5e75e73b33ed15cc1da8fb,admin,1652190897,5/10/2022 21:54,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5316&quot;,unknown,T1204.002,4248#unknown,6772#postgres,0
,284,iexplore,TcpIp/Recv,3f399fbf0b7fda7aaa47a0c9d3528ba3,admin,1652190924,5/10/2022 21:55,192.168.0.110,"50,320",218.93.204.43,80,Nil,,,nil,,T1589,284#iexplore,"50,320:218.93.204.43:80",0
,5696,postgres,Process/Start,7c4c08b7a22a188f3f522f01bc031c4c,admin,1652190957,5/10/2022 21:55,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5268&quot;,unknown,T1204.002,4248#unknown,5696#postgres,0
,4800,postgres,Process/Start,2d4b48c6d17f67c01cabf602045bd069,admin,1652191017,5/10/2022 21:56,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5188&quot;,unknown,T1204.002,4248#unknown,4800#postgres,0
,1908,postgres,Process/Start,04de3a08a15c0a97b0f4bef60948a597,admin,1652191077,5/10/2022 21:57,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5200&quot;,unknown,T1204.002,4248#unknown,1908#postgres,0
,5312,postgres,Process/Start,b13a248b574d8d70758c3c66b4ce88ca,admin,1652191137,5/10/2022 21:58,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5316&quot;,unknown,T1204.002,4248#unknown,5312#postgres,0
,6872,postgres,Process/Start,11eb4d41c4c94900fdb258ab4f790a06,admin,1652191197,5/10/2022 21:59,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5236&quot;,unknown,T1204.002,4248#unknown,6872#postgres,0
,4364,postgres,Process/Start,15785372a5b54a93a70f25c5967699c6,admin,1652191257,5/10/2022 22:00,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5160&quot;,unknown,T1204.002,4248#unknown,4364#postgres,0
,1524,postgres,Process/Start,cbcb5f57a5153df3f81d4709ede55a6e,admin,1652191317,5/10/2022 22:01,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5156&quot;,unknown,T1204.002,4248#unknown,1524#postgres,0
,1336,postgres,Process/Start,fb1c19e0b8c2e691ecc4ceeae1fe783c,admin,1652191377,5/10/2022 22:02,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5152&quot;,unknown,T1204.002,4248#unknown,1336#postgres,0
,5916,postgres,Process/Start,6ecd28931d0dff54054cc69d5c5e61ec,admin,1652191437,5/10/2022 22:03,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5160&quot;,unknown,T1204.002,4248#unknown,5916#postgres,0
,2440,postgres,Process/Start,8294cf626c32c58bd93aa1cf0df736af,admin,1652191498,5/10/2022 22:04,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5132&quot;,unknown,T1204.002,4248#unknown,2440#postgres,0
,6256,postgres,Process/Start,87033d8fd5cd7526e507549fc5e33d17,admin,1652191558,5/10/2022 22:05,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5236&quot;,unknown,T1204.002,4248#unknown,6256#postgres,0
,5296,postgres,Process/Start,078c22248f90a0f52d5f33516057bbd6,admin,1652191618,5/10/2022 22:06,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5156&quot;,unknown,T1204.002,4248#unknown,5296#postgres,0
,6500,postgres,Process/Start,72354cb4220d2dc91e3ab9abae79c350,admin,1652191678,5/10/2022 22:07,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5316&quot;,unknown,T1204.002,4248#unknown,6500#postgres,0
,3784,postgres,Process/Start,729f803a3220ad7dc2022777b11f30de,admin,1652191738,5/10/2022 22:08,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5200&quot;,unknown,T1204.002,4248#unknown,3784#postgres,0
,6528,postgres,Process/Start,febcfccd0e8d13616f6d9bb265d4e112,admin,1652191798,5/10/2022 22:09,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5188&quot;,unknown,T1204.002,4248#unknown,6528#postgres,0
,4040,postgres,Process/Start,94db7109462debf8dbb11a32c5ed7fb4,admin,1652191858,5/10/2022 22:10,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5156&quot;,unknown,T1204.002,4248#unknown,4040#postgres,0
,2436,postgres,Process/Start,721e0145de3092efd63185e7ffbc49c9,admin,1652191918,5/10/2022 22:11,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5152&quot;,unknown,T1204.002,4248#unknown,2436#postgres,0
,3740,postgres,Process/Start,5c1acfb069ed93aec7d3f16f82bcf652,admin,1652191978,5/10/2022 22:12,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5132&quot;,unknown,T1204.002,4248#unknown,3740#postgres,0
,6004,postgres,Process/Start,226cf808020b8de56a6f8b5be5fa48e6,admin,1652192038,5/10/2022 22:13,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5188&quot;,unknown,T1204.002,4248#unknown,6004#postgres,0
,6772,postgres,Process/Start,ff853c41b0f2f3cfb55115fee547c471,admin,1652192098,5/10/2022 22:14,,,,,Nil,4248.0,postgres.exe,&quot;D:/postgresql/bin/postgres.exe&quot; &quot;--forkavworker&quot; &quot;5272&quot;,unknown,T1204.002,4248#unknown,6772#postgres,0
